ensembl_id	name	chromosome	description	feature_type	strand	start	end
SPBC27B12.09c	SPBC27B12.09c	II	mitochondrial FAD transporter (predicted) 	protein_coding	-1	1341602	1343112
SPBC27B12.10c	tom7	II	mitochondrial TOM complex subunit Tom7 (predicted) 	protein_coding	-1	1343502	1344272
SPBC27B12.11c	pho7	II	transcription factor Pho7 	protein_coding	-1	1345112	1347969
SPBC27B12.12c	SPBC27B12.12c	II	CorA family magnesium ion transporter (predicted) 	protein_coding	-1	1350859	1354300
SPBC27B12.13	tom40	II	mitochondrial TOM complex subunit Tom40 (predicted) 	protein_coding	1	1356208	1357927
SPBC27B12.14	SPBC27B12.14	II	mitochondrial membrane protein complex assembly protein (predicted) 	protein_coding	1	1348223	1349882
SPBC28E12.01c	apc13	II	anaphase-promoting complex subunit Apc13 	protein_coding	-1	1834888	1835295
SPBC28E12.02	SPBC28E12.02	II	RNA-binding protein 	protein_coding	1	1836327	1838630
SPBC28E12.03	rga4	II	Rho-type GTPase activating protein Rga4 	protein_coding	1	1839363	1843187
SPBC28E12.04	SPBC28E12.04	II	Schizosaccharomyces specific protein 	protein_coding	1	1843288	1845003
SPBC28E12.05	esf2	II	U3 snoRNP-associated protein Esf2 (predicted) 	protein_coding	1	1844942	1850285
SPBC28E12.06c	lvs1	II	beige protein homolog Lvs1 (predicted) 	protein_coding	-1	1846387	1854534
SPBC28F2.02	mep33	II	mRNA export protein Mep33 	protein_coding	1	1574309	1575648
SPBC28F2.03	ppi1	II	cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp2 	protein_coding	1	1576159	1577021
SPBC28F2.04c	cwf7	II	splicing factor Cwf7 	protein_coding	-1	1577407	1578049
SPBC28F2.05c	SPBC28F2.05c	II	xylose and arabinose reductase (predicted) 	protein_coding	-1	1578052	1579102
SPBC28F2.06c	mdm12	II	ERMES complex subunit Mdm12 	protein_coding	-1	1579042	1580296
SPBC28F2.07	sfr1	II	Swi five-dependent recombination repair protein Sfr1 	protein_coding	1	1580286	1581880
SPBC28F2.08c	SPBC28F2.08c	II	HRD ubiquitin ligase complex subunit (predicted) 	protein_coding	-1	1581815	1584320
SPBC28F2.09	toa1	II	transcription factor TFIIA complex large subunit Toa1 (predicted) 	protein_coding	1	1585178	1586688
SPBC28F2.10c	ngg1	II	SAGA complex subunit Ngg1 	protein_coding	-1	1586592	1588443
SPBC28F2.11	hmo1	II	HMG box protein Hmo1 	protein_coding	1	1589259	1590907
SPBC28F2.12	rpb1	II	RNA polymerase II large subunit Rpb1 	protein_coding	1	1591120	1596744
SPBC29A10.01	ccr1	II	NADPH-cytochrome p450 reductase 	protein_coding	1	2533001	2535594
SPBC29A10.02	spo5	II	meiotic RNA-binding protein 1 	protein_coding	1	2536164	2538254
SPBC29A10.03c	pcf1	II	CAF assembly factor (CAF-1) complex large subunit Pcf1 	protein_coding	-1	2538128	2540104
SPBC29A10.04	psm1	II	mitotic cohesin complex subunit Psm1 	protein_coding	1	2540660	2545157
SPBC29A10.05	exo1	II	exonuclease I Exo1 	protein_coding	1	2545502	2547971
SPBC29A10.06c	ely5	II	nuclear pore protein Ely5 	protein_coding	-1	2547339	2548692
SPBC29A10.07	pom152	II	nucleoporin Pom152 	protein_coding	1	2548681	2552601
SPBC29A10.08	gas2	II	1,3-beta-glucanosyltransferase Gas2 (predicted) 	protein_coding	1	2554009	2555531
SPBC29A10.09c	tri1	II	triman, ribonuclease involved in priRNA formation Tri1 	protein_coding	-1	2554177	2557200
SPBC29A10.10c	dbl8	II	tRNA-splicing endonuclease positive effector Dbl8 	protein_coding	-1	2557150	2563210
SPBC29A10.11c	vps902	II	guanyl-nucleotide exchange factor Vps902 (predicted) 	protein_coding	-1	2563477	2565623
SPBC29A10.12	SPBC29A10.12	II	DUF1014 family protein, HMG-box clan member 	protein_coding	1	2566213	2567353
SPBC29A10.13	atp7	II	F0-ATPase subunit D (predicted) 	protein_coding	1	2567522	2568343
SPBC29A10.14	rec8	II	meiotic cohesin complex subunit Rec8 	protein_coding	1	2568893	2570993
SPBC29A10.15	orc1	II	origin recognition complex subunit Orc1 	protein_coding	1	2571077	2573477
SPBC29A10.16c	SPBC29A10.16c	II	cytochrome b5 (predicted) 	protein_coding	-1	2574663	2576202
SPBC29A10.17	SPBC29A10.17	II	Schizosaccharomyces specific protein 	protein_coding	1	2573701	2575822
SPBC29A3.01	ccc2	II	copper transporting ATPase Ccc2 (predicted) 	protein_coding	1	2037987	2040717
SPBC29A3.02c	his7	II	phosphoribosyl-AMP cyclohydrolase/phosphoribosyl- ATP pyrophosphohydrolase His7 	protein_coding	-1	2040733	2042218
SPBC29A3.03c	SPBC29A3.03c	II	ubiquitin-protein ligase E3 (predicted) 	protein_coding	-1	2042152	2044042
SPBC29A3.04	rpl8	II	60S ribosomal protein L7a/L8 (predicted) 	protein_coding	1	2045495	2046442
SPBC29A3.05	vps71	II	Swr1 complex subunit Vps71 	protein_coding	1	2046905	2047783
SPBC29A3.06	SPBC29A3.06	II	CGI-48 family (predicted) 	protein_coding	1	2048170	2050092
SPBC29A3.07c	sap14	II	U2 snRNP-associated protein SF3B14 Sap14 	protein_coding	-1	2049997	2050956
SPBC29A3.08	pof4	II	elongin-A, F-box protein Pof4 (predicted) 	protein_coding	1	2052484	2054098
SPBC29A3.09c	SPBC29A3.09c	II	AAA family ATPase Gcn20 (predicted) 	protein_coding	-1	2054141	2056440
SPBC29A3.10c	atp14	II	F1-ATPase subunit H (predicted) 	protein_coding	-1	2056588	2057705
SPBC29A3.11c	SPBC29A3.11c	II	mitochondrial carboxylic acid transporter (predicted) 	protein_coding	-1	2057656	2059659
SPBC29A3.12	rps902	II	40S ribosomal protein S9 (predicted) 	protein_coding	1	2059741	2060438
SPBC29A3.13	pdp1	II	PWWP domain protein Pdp1 	protein_coding	-1	2059635	2062413
SPBC29A3.14c	trt1	II	telomerase reverse transcriptase 1 protein Trt1 	protein_coding	-1	2062472	2066165
SPBC29A3.15c	rsm23	II	mitochondrial ribosomal protein subunit S23 (predicted) 	protein_coding	-1	2066187	2067957
SPBC29A3.16	rrs1	II	ribosome biogenesis protein Rrs1 (predicted) 	protein_coding	1	2068069	2069263
SPBC29A3.17	gef3	II	RhoGEF Gef3 	protein_coding	1	2070147	2072679
SPBC29A3.18	cyt1	II	cytochrome c1 Cyt1 (predicted) 	protein_coding	1	2073253	2074742
SPBC29A3.21	SPBC29A3.21	II	Schizosaccharomyces pombe specific protein 	protein_coding	1	2037092	2037394
SPBC29B5.01	atf1	II	transcription factor, Atf-CREB family Atf1 	protein_coding	1	1546194	1549862
SPBC29B5.02c	isp4	II	OPT oligopeptide transporter family Isp4 	protein_coding	-1	1550293	1553467
SPBC29B5.03c	rpl26	II	60S ribosomal protein L26 (predicted) 	protein_coding	-1	1558179	1558705
SPBC29B5.04c	SPBC29B5.04c	II	actin cortical patch protein (predicted) 	protein_coding	-1	1558871	1561210
SPBC2A9.02	SPBC2A9.02	II	NAD dependent epimerase/dehydratase family protein 	protein_coding	1	2948202	2950388
SPBC2A9.03	SPBC2A9.03	II	WD40/YVTN repeat-like 	protein_coding	1	2951071	2952556
SPBC2A9.04c	san1	II	sir antagonist, ubiquitin-protein ligase E3 	protein_coding	-1	2952595	2955495
SPBC2A9.05c	tvp23	II	Golgi transport protein Tvp23 (predicted) 	protein_coding	-1	2955430	2957212
SPBC2A9.06c	nus1	II	di-trans,poly-cis-decaprenylcistransferase Nus1 	protein_coding	-1	2957510	2958552
SPBC2A9.07c	hpz1	II	zf-PARP type zinc finger protein, G1-S transition regulator Hpz1 	protein_coding	-1	2958679	2960389
SPBC2A9.08c	sec22	II	SNARE Sec22 (predicted) 	protein_coding	-1	2961165	2962782
SPBC2A9.09	plp2	II	phosducin family protein Plp2 (predicted) 	protein_coding	1	2962815	2963818
SPBC2A9.10	SPBC2A9.10	II	Bin3 family, 7SK RNA methyltransferase (predicted) 	protein_coding	1	2964018	2965576
SPBC2A9.11c	iss9	II	conserved eukaryotic protein 	protein_coding	-1	2965105	2966645
SPBC2A9.12	orc6	II	origin recognition complex subunit Orc6 	protein_coding	1	2967218	2968262
SPBC2A9.13	SPBC2A9.13	II	dubious 	protein_coding	1	2960489	2960729
SPBC2A9.14	SPBC2A9.14	II	Schizosaccharomyces pombe specific protein 	protein_coding	-1	2960367	2961154
SPBC2D10.03c	SPBC2D10.03c	II	DUF866 domain protein 	protein_coding	-1	2968263	2968967
SPBC2D10.04	SPBC2D10.04	II	arrestin Aly1 related, implicated in endocytosis 	protein_coding	1	2971099	2974641
SPBC2D10.05	exg3	II	glucan 1,3-beta-glucosidase Exg3 	protein_coding	1	2974778	2976604
SPBC2D10.06	rep1	II	MBF transcription factor activator Rep1 	protein_coding	1	2976695	2978838
SPBC2D10.07c	SPBC2D10.07c	II	mitochondrial inner membrane peptidase complex catalytic subunit (predicted) 	protein_coding	-1	2978736	2979469
SPBC2D10.08c	SPBC2D10.08c	II	mitochondrial ribosomal protein subunit Yml6 (predicted) 	protein_coding	-1	2979661	2980446
SPBC2D10.09	snr1	II	3-hydroxyisobutyryl-CoA hydrolase snr1 	protein_coding	1	2980791	2982440
SPBC2D10.10c	fib1	II	fibrillarin, rRNA methyltransferase 	protein_coding	-1	2982427	2983735
SPBC2D10.11c	nap2	II	nucleosome assembly protein Nap2 	protein_coding	-1	2984507	2985956
SPBC2D10.12	rhp23	II	Rad23 homolog Rhp23 	protein_coding	1	2986871	2988489
SPBC2D10.13	est1	II	telomerase regulator Est1 	protein_coding	1	2988592	2990276
SPBC2D10.14c	myo51	II	myosin type V 	protein_coding	-1	2990178	2994929
SPBC2D10.15c	pth1	II	mitochondrial peptidyl-tRNA hydrolase Pth1 (predicted) 	protein_coding	-1	2995103	2996353
SPBC2D10.16	mhf1	II	FANCM-MHF complex subunit Mhf1 	protein_coding	1	2996302	2997147
SPBC2D10.17	clr1	II	cryptic loci regulator Clr1 	protein_coding	1	2997081	3001136
SPBC2D10.18	abc1	II	ABC1 kinase family ubiquinone biosynthesis protein Abc1/Coq8 	protein_coding	1	3001076	3003276
SPBC2D10.19c	alb1	II	pre-60S shuttling factor Alb1 (predicted) 	protein_coding	-1	3003351	3003938
SPBC2D10.20	ubc1	II	ubiquitin conjugating enzyme Ubc1 (predicted) 	protein_coding	1	3004091	3008103
SPBC2F12.02c	mrpl7	II	mitochondrial ribosomal protein subunit L7 (predicted) 	protein_coding	1	1738568	1740097
SPBC2F12.03c	ebs1	II	EST1 family nonsense-mediated mRNA decay (NMD) pathway protein Ebs1 (predicted) 	protein_coding	1	1734240	1738362
SPBC2F12.04	rpl1701	II	60S ribosomal protein L17 	protein_coding	-1	1733330	1734053
SPBC2F12.05c	SPBC2F12.05c	II	sterol binding ankyrin repeat protein (predicted) 	protein_coding	1	1728749	1733339
SPBC2F12.07c	rpl802	II	60S ribosomal protein L8 (predicted) 	protein_coding	1	1726632	1727577
SPBC2F12.08c	ceg1	II	mRNA guanylyltransferase Ceg1 	protein_coding	1	1724847	1726443
SPBC2F12.09c	atf21	II	transcription factor, Atf-CREB family Atf21 	protein_coding	1	1722231	1724450
SPBC2F12.10	SPBC2F12.10	II	mitochondrial ribosomal protein subunit L35 (predicted) 	protein_coding	-1	1719225	1720988
SPBC2F12.11c	rep2	II	MBF transcription factor activator Rep2 	protein_coding	1	1717715	1719322
SPBC2F12.12c	cay1	II	cactin, spliceosome complex subunit (predicted) 	protein_coding	1	1712841	1714938
SPBC2F12.13	klp5	II	kinesin-like protein Klp5 	protein_coding	-1	1709081	1712119
SPBC2F12.14c	gua1	II	IMP dehydrogenase Gua1 	protein_coding	1	1706941	1708944
SPBC2F12.15c	pfa3	II	palmitoyltransferase Pfa3 (predicted) 	protein_coding	1	1704264	1705527
SPBC2F12.17	cox7	II	cytochrome c oxidase subunit VII Cox7 (predicted) 	protein_coding	-1	1715140	1715436
SPBC2G2.01c	liz1	II	pantothenate transporter Liz1 	protein_coding	-1	3434778	3437306
SPBC2G2.02	syj1	II	inositol-polyphosphate 5-phosphatase (synaptojanin homolog 1) 	protein_coding	1	3437442	3440897
SPBC2G2.03c	sbh1	II	translocon beta subunit Sbh1 (predicted) 	protein_coding	-1	3441058	3441692
SPBC2G2.04c	mmf1	II	YjgF family protein Mmf1 	protein_coding	-1	3442121	3442784
SPBC2G2.05	rpl1603	II	60S ribosomal protein L13/L16 (predicted) 	protein_coding	1	3443226	3445951
SPBC2G2.06c	apl1	II	AP-2 adaptor complex subunit Apl1 (predicted) 	protein_coding	-1	3443225	3446388
SPBC2G2.07c	mug178	II	mitochondrial ribosomal protein subunit L51-b (predicted) 	protein_coding	-1	3446516	3448232
SPBC2G2.08	ade9	II	C-1-tetrahydrofolatesynthase/methylenetetrahydrof olatedehydrogenase/methylenetetrahydrofolatecyclohydrolase/ formyltetrahydrofolatesynthetase (predicted) 	protein_coding	1	3448865	3452766
SPBC2G2.09c	crs1	II	meiosis specific cyclin Crs1 	protein_coding	-1	3452323	3453406
SPBC2G2.10c	mug110	II	Schizosaccharomyces specific protein Mug110 	protein_coding	-1	3453746	3454535
SPBC2G2.11	SPBC2G2.11	II	N-myristoyltransferase 1 (predicted) 	protein_coding	1	3455136	3457007
SPBC2G2.12	hrs1	II	mitochondrial and cytoplasmic histidine-tRNA ligase Hrs1 (predicted) 	protein_coding	1	3457163	3458912
SPBC2G2.13c	dcd1	II	deoxycytidylate deaminase (predicted) 	protein_coding	-1	3456962	3460381
SPBC2G2.14	csi1	II	mitotic chromosome segregation protein Csi1 	protein_coding	1	3461272	3463865
SPBC2G2.15c	mrm2	II	mitochondrial 2' O-ribose methyltransferase Mrm2 (predicted) 	protein_coding	-1	3462585	3464279
SPBC2G2.16	SPBC2G2.16	II	mannose-6-phosphate isomerase (predicted) 	protein_coding	1	3464694	3466309
SPBC2G2.17c	SPBC2G2.17c	II	beta-glucosidase Psu2 (predicted) 	protein_coding	-1	3466270	3467797
SPBC2G5.01	SPBC2G5.01	II	ER protein involved in ER-nucleus signaling (predicted) 	protein_coding	1	2576500	2577868
SPBC2G5.02c	ckb2	II	CK2 family regulatory subunit Ckb2 (predicted) 	protein_coding	-1	2577791	2580148
SPBC2G5.03	ctu1	II	cytosolic thiouridylase subunit Ctu1 	protein_coding	1	2581919	2583104
SPBC2G5.04c	SPBC2G5.04c	II	COPII-coated vesicle component Erv41 (predicted) 	protein_coding	-1	2582992	2584300
SPBC2G5.05	SPBC2G5.05	II	transketolase (predicted) 	protein_coding	1	2586372	2588834
SPBC2G5.06c	hmt2	II	sulfide-quinone oxidoreductase 	protein_coding	-1	2589004	2590955
SPBC2G5.07c	rpc25	II	DNA-directed RNA polymerase III complex subunit Rpc25 	protein_coding	-1	2590901	2593389
SPBC30B4.01c	wsc1	II	transmembrane receptor Wsc1 (predicted) 	protein_coding	-1	1297676	1301328
SPBC30B4.02c	SPBC30B4.02c	II	R3H and G-patch domain, implicated in splicing (predicted) 	protein_coding	-1	1301597	1304152
SPBC30B4.03c	adn1	II	adhesion defective protein 	protein_coding	-1	1304274	1306121
SPBC30B4.04c	sol1	II	SWI/SNF complex subunit Sol1 	protein_coding	-1	1309072	1311834
SPBC30B4.05	kap109	II	karyopherin Kap109 	protein_coding	1	1313163	1316375
SPBC30B4.06c	SPBC30B4.06c	II	mitochondrial GIDA family tRNA uridine 5-carboxymethylaminomethyl modification enzyme (predicted) 	protein_coding	-1	1316220	1318472
SPBC30B4.07c	tfb4	II	transcription factor TFIIH complex subunit Tfb4 	protein_coding	-1	1319070	1320617
SPBC30B4.08	eri1	II	double-strand siRNA ribonuclease Eri1 	protein_coding	1	1320595	1323215
SPBC30B4.09	SPBC30B4.09	II	Schizosaccharomyces specific protein 	protein_coding	-1	1296672	1297662
SPBC30D10.02	SPBC30D10.02	II	transcription corepressor (predicted) 	protein_coding	-1	3093595	3094680
SPBC30D10.03c	SPBC30D10.03c	II	IMP 5'-nucleotidase (predicted) 	protein_coding	1	3092004	3093655
SPBC30D10.04	swi3	II	replication fork protection complex subunit Swi3 	protein_coding	-1	3090859	3091603
SPBC30D10.05c	SPBC30D10.05c	II	sepiapterin reductase (predicted) 	protein_coding	1	3089997	3090914
SPBC30D10.06	lsm4	II	U6 snRNP-associated protein Lsm4 (predicted) 	protein_coding	-1	3086053	3088940
SPBC30D10.07c	SPBC30D10.07c	II	biotin-protein ligase (predicted) 	protein_coding	1	3085930	3088899
SPBC30D10.08	mgm101	II	mitochondrial DNA repair protein (predicted) 	protein_coding	-1	3084277	3085466
SPBC30D10.09c	SPBC30D10.09c	II	HVA22/TB2/DP1 family protein 	protein_coding	1	3083317	3084348
SPBC30D10.10c	tor1	II	phosphatidylinositol kinase Tor1 	protein_coding	1	3075762	3083248
SPBC30D10.11	gpi1	II	pig-Q 	protein_coding	-1	3072909	3075410
SPBC30D10.12c	rsm27	II	mitochondrial ribosomal protein subunit S27 (predicted) 	protein_coding	1	3072290	3074762
SPBC30D10.13c	pdb1	II	pyruvate dehydrogenase e1 component beta subunit Pdb1 	protein_coding	1	3070316	3072018
SPBC30D10.14	SPBC30D10.14	II	dienelactone hydrolase family (predicted) 	protein_coding	-1	3067909	3068892
SPBC30D10.15	SPBC30D10.15	II	snoRNP assembly factor Naf1 (predicted) 	protein_coding	-1	3065905	3067562
SPBC30D10.16	pha2	II	phrenate dehydratase 	protein_coding	-1	3063942	3065405
SPBC30D10.17c	smi1	II	cell wall biosynthesis/ cell cycle regulator (predicted) 	protein_coding	1	3061916	3063902
SPBC30D10.18c	rpl102	II	60S ribosomal protein L10a 	protein_coding	1	3060505	3061591
SPBC30D10.21	mzm1	II	mitochondrial respiratory chain complex III assembly protein Mzm1 	protein_coding	1	3089273	3089634
SPBC317.01	mbx2	II	MADS-box transcription factor Pvg4 	protein_coding	1	3622580	3628658
SPBC31A8.01c	rtn1	II	reticulon-like protein Rtn1 	protein_coding	-1	1262298	1263772
SPBC31A8.02	SPBC31A8.02	II		pseudogene	1	1268093	1268452
SPBC31E1.01c	atg2	II	autophagy associated protein Atg2 	protein_coding	-1	234477	239592
SPBC31E1.02c	pmr1	II	P-type ATPase, calcium transporting Pmr1 	protein_coding	-1	239838	243731
SPBC31E1.03	hub1	II	ubiquitin-like protein modifier Hub1 	protein_coding	-1	243966	245183
SPBC31E1.04	pep12	II	SNARE Pep12 	protein_coding	1	245469	247128
SPBC31E1.05	gle1	II	RNA export factor, cytoplasmic nucleoporin Gle1 	protein_coding	1	247207	248977
SPBC31E1.06	bms1	II	GTP binding protein Bms1 (predicted) 	protein_coding	1	249041	252682
SPBC31F10.02	SPBC31F10.02	II	acyl-CoA hydrolase (predicted) 	protein_coding	1	3755822	3756649
SPBC31F10.03	SPBC31F10.03	II	ChaC-like protein, predicted cation transport regulator 	protein_coding	1	3756583	3759376
SPBC31F10.04c	srb4	II	mediator complex subunit Srb4 	protein_coding	-1	3757414	3759491
SPBC31F10.05	mug37	II	conserved fungal protein 	protein_coding	1	3759880	3761184
SPBC31F10.06c	sar1	II	ADP-ribosylation factor Sar1 	protein_coding	-1	3760610	3761884
SPBC31F10.07	lsb5	II	cortical component Lsb5 (predicted) 	protein_coding	1	3762705	3764439
SPBC31F10.08	mde2	II	Mde2 protein 	protein_coding	1	3764820	3765709
SPBC31F10.09c	nut2	II	mediator complex subunit Med10 	protein_coding	-1	3764524	3766439
SPBC31F10.10c	SPBC31F10.10c	II	zf-MYND type zinc finger protein 	protein_coding	-1	3766606	3769989
SPBC31F10.11c	cwf4	II	complexed with Cdc5 protein Cwf4 	protein_coding	-1	3770856	3773191
SPBC31F10.12	tma20	II	RNA-binding protein Tma20 (predicted) 	protein_coding	1	3773299	3774272
SPBC31F10.13c	hip1	II	hira protein, histone chaperone Hip1 	protein_coding	-1	3774138	3777499
SPBC31F10.14c	hip3	II	HIRA interacting protein Hip3 	protein_coding	-1	3777660	3783478
SPBC31F10.15c	atp15	II	F0-ATPase epsilon subunit (predicted) 	protein_coding	-1	3783856	3784529
SPBC31F10.16	SPBC31F10.16	II	ChAPs family protein (predicted) 	protein_coding	1	3785745	3788313
SPBC31F10.17c	SPBC31F10.17c	II	Schizosaccharomyces pombe specific protein 	protein_coding	-1	3787745	3788935
SPBC32C12.02	ste11	II	transcription factor Ste11 	protein_coding	1	3983312	3987400
SPBC32C12.03c	ppk25	II	serine/threonine protein kinase Ppk25 (predicted) 	protein_coding	-1	3987522	3989582
SPBC32F12.01c	css1	II	inositol phosphosphingolipid phospholipase C, Css1 	protein_coding	-1	2783948	2786109
SPBC32F12.02	rec14	II	Ski complex subunit Rec14 	protein_coding	1	2786858	2788406
SPBC32F12.03c	gpx1	II	glutathione peroxidase Gpx1 	protein_coding	-1	2788863	2789614
SPBC32F12.04	gtb1	II	gamma-tubulin Gtb1 	protein_coding	1	2791160	2794184
SPBC32F12.05c	cwf12	II	complexed with Cdc5 protein Cwf12 	protein_coding	-1	2793140	2794328
SPBC32F12.06	pch1	II	P-TEFB associated cyclin, cyclin T Pch1 	protein_coding	1	2794446	2797457
SPBC32F12.07c	SPBC32F12.07c	II	ubiquitin-protein ligase E3, MARCH family (predicted) 	protein_coding	-1	2795240	2797769
SPBC32F12.08c	duo1	II	DASH complex subunit Duo1 	protein_coding	-1	2797705	2798808
SPBC32F12.09	rum1	II	CDK inhibitor Rum1 	protein_coding	1	2799685	2801917
SPBC32F12.10	SPBC32F12.10	II	phosphoglucomutase (predicted) 	protein_coding	1	2802295	2804487
SPBC32F12.11	tdh1	II	glyceraldehyde-3-phosphate dehydrogenase Tdh1 	protein_coding	1	2807534	2809051
SPBC32F12.12c	SPBC32F12.12c	II	Golgi membrane protein involved in vesicle-mediated transport (predicted) 	protein_coding	-1	2810445	2811854
SPBC32F12.15	tfb5	II	transcription factor TFIIH complex subunit Tfb5 (predicted) 	protein_coding	1	2809816	2810539
SPBC32F12.16	gem7	II	human GEMIN7 ortholog 	protein_coding	1	2788344	2788887
SPBC32F12.17	SPBC32F12.17	II	dubious 	protein_coding	-1	2804369	2807566
SPBC32H8.01c	SPBC32H8.01c	II	conserved fungal protein, involved in endocytic trafficking (predicted) 	protein_coding	-1	1450371	1451104
SPBC32H8.02c	nep2	II	NEDD8 protease Nep2 	protein_coding	-1	1451331	1454730
SPBC32H8.03	bem46	II	esterase/lipase (predicted) 	protein_coding	1	1457557	1458849
SPBC32H8.04c	SPBC32H8.04c	II	rRNA processing protein Fcf1 (predicted) 	protein_coding	-1	1457291	1460149
SPBC32H8.05	SPBC32H8.05	II	conserved fungal protein 	protein_coding	1	1460533	1461302
SPBC32H8.06	mug93	II	TPR repeat protein, meiotically spliced 	protein_coding	1	1461719	1463083
SPBC32H8.07	git5	II	heterotrimeric G protein beta subunit Git5 	protein_coding	1	1463829	1465745
SPBC32H8.08c	omh5	II	alpha-1,2-mannosyltransferase Omh5 (predicted) 	protein_coding	-1	1465811	1467431
SPBC32H8.09	SPBC32H8.09	II	spindle pole body WD repeat protein, human WDR8 family 	protein_coding	1	1468486	1470473
SPBC32H8.10	cdk9	II	P-TEFb-associated cyclin-dependent protein kinase Cdk9 	protein_coding	1	1470513	1473182
SPBC32H8.11	mei4	II	meiotic forkhead transcription factor Mei4 	protein_coding	1	1473125	1475285
SPBC32H8.12c	act1	II	actin Act1 	protein_coding	-1	1475485	1477317
SPBC32H8.13c	mok12	II	alpha-1,3-glucan synthase Mok12 	protein_coding	-1	1478007	1486116
SPBC32H8.15	SPBC32H8.15	II	dubious 	protein_coding	1	1455028	1455333
SPBC336.01	fbh1	II	DNA helicase I 	protein_coding	1	2733136	2736084
SPBC336.02	SPBC336.02	II	18S rRNA dimethylase (predicted) 	protein_coding	1	2736862	2738059
SPBC336.03	efc25	II	Ras1 guanyl-nucleotide exchange factor Efc25 	protein_coding	1	2739656	2743519
SPBC336.04	cdc6	II	DNA polymerase delta catalytic subunit Cdc6 	protein_coding	1	2743619	2748596
SPBC336.05c	SPBC336.05c	II	small RNA 2'-O-methyltransferase activity (predicted) 	protein_coding	-1	2745480	2748552
SPBC336.06c	rnh1	II	ribonuclease H Rnh1 (predicted) 	protein_coding	-1	2748489	2750034
SPBC336.07	sfc3	II	transcription factor TFIIIC complex B box binding subunit Sfc3 	protein_coding	1	2750876	2755161
SPBC336.08	spc24	II	spindle pole body protein Spc24 	protein_coding	1	2755392	2759388
SPBC336.09c	rrn7	II	RNA polymerase I core factor complex subunit Rrn7 	protein_coding	-1	2756276	2758582
SPBC336.10c	tif512	II	translation elongation factor eIF5A (predicted) 	protein_coding	-1	2758645	2759294
SPBC336.11	vps52	II	GARP complex subunit Vps52 (predicted) 	protein_coding	1	2759472	2761211
SPBC336.12c	cdc10	II	MBF transcription factor complex subunit Cdc10 	protein_coding	-1	2760741	2763830
SPBC336.13c	SPBC336.13c	II	mitochondrial inner membrane peptidase complex catalytic subunit 2 (predicted) 	protein_coding	-1	2764129	2765263
SPBC336.14c	ppk26	II	protein kinase like PAN complex subunit Ppk26 	protein_coding	-1	2765269	2767767
SPBC336.15	pic1	II	INCENP, Pic1 	protein_coding	1	2769046	2772538
SPBC336.16	SPBC336.16	II	dubious 	protein_coding	-1	2732338	2733015
SPBC337.02c	SPBC337.02c	II	mug2/mug135/meu2 family 	protein_coding	-1	1032557	1033776
SPBC337.03	rhn1	II	RNA polymerase II transcription termination factor homolog 	protein_coding	1	1035538	1036864
SPBC337.04	ppk27	II	serine/threonine protein kinase Ppk27 (predicted) 	protein_coding	1	1037077	1038385
SPBC337.05c	cct8	II	chaperonin-containing T-complex theta subunit Cct8 	protein_coding	-1	1038462	1040613
SPBC337.06c	cwf15	II	complexed with Cdc5 protein Cwf15 	protein_coding	-1	1040988	1042032
SPBC337.07c	ecm14	II	carboxypeptidase Ecm14 (predicted) 	protein_coding	-1	1042110	1044142
SPBC337.08c	ubi4	II	ubiquitin 	protein_coding	-1	1044271	1046642
SPBC337.09	erg28	II	Erg28 protein (predicted) 	protein_coding	1	1047238	1048402
SPBC337.10c	SPBC337.10c	II	anamorsin family protein, involved in iron-sulfur cluster assembly (predicted) 	protein_coding	-1	1047833	1049923
SPBC337.11	SPBC337.11	II	alcohol dehydrogenase (predicted) 	protein_coding	1	1049981	1051446
SPBC337.12	red5	II	human ZC3H3 homolog 	protein_coding	1	1051557	1053615
SPBC337.13c	gtr1	II	Gtr1/RagA G protein Gtr1 (predicted) 	protein_coding	-1	1053622	1054973
SPBC337.14	rpb4	II	DNA-directed RNA polymerase II complex subunit Rpb4 	protein_coding	1	1055529	1056502
SPBC337.15c	coq7	II	ubiquinone biosynthesis protein Coq7 	protein_coding	-1	1056491	1057512
SPBC337.16	cho1	II	phosphatidyl-N-methylethanolamine N-methyltransferase (predicted) 	protein_coding	1	1058347	1059126
SPBC342.01c	alg6	II	glucosyltransferase Alg6 	protein_coding	-1	4199356	4201947
SPBC342.02	qrs1	II	cytoplasmic glutaminyl-tRNA ligase Qrs1 (predicted) 	protein_coding	1	4203368	4205852
SPBC342.03	gas4	II	sporulation specific 1,3-beta-glucanosyltransferase Gas4 	protein_coding	1	4206247	4207715
SPBC342.04	rpn1301	II	19S proteasome regulatory subunit Rpn13a 	protein_coding	1	4208067	4209901
SPBC342.05	crb2	II	DNA repair protein Rad9 homolog, Rhp9 	protein_coding	1	4210933	4213577
SPBC342.06c	rtt109	II	RTT109 family histone lysine acetyltransferase 	protein_coding	-1	4213486	4214782
SPBC354.01	gtp1	II	GTP binding protein Gtp1 (predicted) 	protein_coding	1	543359	544836
SPBC354.02c	sec61	II	translocon alpha subunit Sec61 	protein_coding	-1	544751	547039
SPBC354.03	swd3	II	WD repeat protein Swd3 	protein_coding	1	548382	550229
SPBC354.04	SPBC354.04	II	Schizosaccharomyces specific protein 	protein_coding	1	550165	551271
